,label,judul,Unnamed: 0,stop
297,1,rapid test mencium bau cuka deteksi terkena,,rapid test cium bau cuka deteksi kena
298,1,muslim kesalahan orang,,muslim salah orang
299,1,coronavirus hancur air,,coronavirus hancur air
300,1,pemeriksaan air liur bandara changi,,periksa air liur bandara changi
301,1,agnes kusumahandari guru sdn pakujajar sukabumi perekam video ancaman pemenggalan kepala presiden jokowi,,agnes kusumahandari guru sdn pakujajar sukabumi rekam video ancam penggal kepala presiden jokowi
302,1,tandatanda,,tandatanda
303,1,robohnya salah bangunan cagar budaya kota tua jakarta,,roboh salah bangun cagar budaya kota tua jakarta
304,1,pemerintah takkan umumkan positif,,perintah tak umum positif
305,1,paus fransiskus pembantunya dinyatakan positif mengidap coronavirus,,paus fransiskus bantu nyata positif idap coronavirus
306,1,tangkapan layar berita media daring berjudul presiden jokowi marah kualitas tenaga kerja ri rendah tambahan narasi salah faktor impor tka besarbesaran china,,tangkap layar berita media daring judul presiden jokowi marah kualitas tenaga kerja ri rendah tambah narasi salah faktor impor tka besarbesaran china
307,1,agustus lebanon diserang bom nuklir,,agustus lebanon serang bom nuklir
308,1,kasad klarifikasi anggota tni bandung membantah positif kena covid,,kasad klarifikasi anggota tni bandung ban positif kena covid
309,1,menaruh amoxilin tandon air menangkal,,taruh amoxilin tandon air tangkal
310,1,snack berbahaya israel,,snack bahaya israel
311,1,tangkapan layar ponsel ahok diretas,,tangkap layar ponsel ahok retas
312,1,pemerintah serius menangani kebakaran hutan usahanya pencitraan,,perintah serius tangan bakar hutan usaha citra
313,1,video bimbim slank komunismepki,,video bimbim slank komunismepki
314,1,kjp dicabut kurungan anakanak rumah psbb,,kjp cabut kurung anakanak rumah psbb
315,1,foto jokowi duduk bersebelahan menhub budi karya udah paham donk korban,,foto jokowi duduk bahan menhub budi karya udah paham donk korban
316,1,info terkini kudus org pasien virus corona,,info kini kudus org pasien virus corona
317,1,pelaku penculikan anak berhasil ditangkap diamankan polsek tegalsari surabaya jawa timur,,laku culi anak hasil tangkap aman polsek tegalsari surabaya jawa timur
318,1,erdogan tutup mesjid turki pandemi,,erdogan tutup mesjid turki pandemi
319,1,karna mati kena corona,,karna mati kena corona
320,1,mahfud md mengikuti jejak kakeknya raden ario majang koro penghianat,,mahfud md ikut jejak kakek raden ario majang koro penghianat
321,1,presiden rusia main piano lagu kebangsaan ri bentuk ucapan utk jokowiluar,,presiden rusia main piano lagu bangsa ri bentuk ucap utk jokowiluar
322,1,pemadaman listrik wilayah bekasi sabtu minggu tgl agustus,,madam listrik wilayah bekas sabtu minggu tgl agustus
323,1,duka umat islam pasca pilpres,,duka umat islam pasca pilpres
324,1,es krim magnum mengandung babi,,es krim magnum kandung babi
325,1,antisipasi menularnya wabah corona tutorial pemakaian masker yg,,antisipasi tular wabah corona tutorial pakai masker
326,1,tol ngawisragen tanggal november gratis peresmian,,tol ngawisragen tanggal november gratis resmi
327,1,video baju tentara china cuci laundry kelapa gading,,video baju tentara china cuci laundry kelapa gading
328,1,ruu hip disahkan malam,,ruu hip sah malam
329,1,pdip usul pemerintah pesantren tutup indonesia,,pdip usul perintah pesantren tutup indonesia
330,1,anies izinkan diskotik pantai pijat buka jakarta,,anies izin diskotik pantai pijat buka jakarta
331,1,kebijakan larangan masuk transit indonesia pendatang berasal china,,bijak larang masuk transit indonesia datang asal china
332,1,tisu basah alternatif menyiasati kelangkaan masker,,tisu basah alternatif siasat langka masker
333,1,dubes china buka kartu juta warga masuk indonesia,,dubes china buka kartu juta warga masuk indonesia
334,1,dki kucurkan miliar tebus ijazah siswa ditahan sekolah,,dki kucur miliar tebus ijazah siswa tahan sekolah
335,1,terpidana korupsi leo lim anggota dprd dki psi,,pidana korupsi leo lim anggota dprd dki psi
336,1,an karya seni gabion terumbu karang yg dilindungi uu,,an karya seni gabion terumbu karang lindung uu
337,1,lion air memiliki utang boeing airbus triliun,,lion air milik utang boeing airbus triliun
338,1,baju adat tiongkok china gambar uang pecahan ribu rupiah,,baju adat tiongkok china gambar uang pecah ribu rupiah
339,1,video perawat garis diperkosa ditikam pria jalan,,video awat garis perkosa tikam pria jalan
340,1,palestina cristiano ronaldo sumbang rp miliar,,palestina cristiano ronaldo sumbang rp miliar
341,1,ang tjoen min organisasi teror densus,,ang tjoen min organisasi teror densus
342,1,listrik gratis diskon negara dibiayai utang bank dunia triliun,,listrik gratis diskon negara biaya utang bank dunia triliun
343,1,terlibat pembuatan china fbi menangkap profesor harvard,,libat buat china fbi tangkap profesor harvard
344,1,video donald trump sadarkan berpidato dengernya udh trkena corona,,video donald trump sadar pidato dengernya udh trkena corona
345,1,kalah saing bikin sakit hati jokowi copot prabowo,,kalah saing bikin sakit hati jokowi copot prabowo
346,1,otto hasibuan kuasa hukum prabowo sandi,,otto hasibuan kuasa hukum prabowo sandi
347,1,ahok melarang kurban,,ahok larang kurban
348,1,cebong masuk rumah sakit jiwa,,cebong masuk rumah sakit jiwa
349,1,nata de coco mengandung plastik,,nata de coco kandung plastik
350,1,orang tka china pt iwip meninggal dunia akibat virus corona,,orang tka china pt iwip tinggal dunia akibat virus corona
351,1,peta zona merah virus corona wilayah purwokerto,,peta zona merah virus corona wilayah purwokerto
352,1,kematian raja salman putra mahkota pangeran mohamed bin salman tangkap tuduhan kudeta,,mati raja salman putra mahkota pangeran mohamed bin salman tangkap tuduh kudeta
353,1,virus corona masuk makanan kalengan cina,,virus corona masuk makan kaleng cina
354,1,air pare panas membunuh sel kangker,,air pare panas bunuh sel kangker
355,1,mendagri ijin cuti walikota sumbar menunaikan ibadah haji rezim setan,,mendagri ijin cuti walikota sumbar tunai ibadah haji rezim setan
356,1,pengakuan ribka tjiptaning anak pki bergabung pdip,,aku ribka tjiptaning anak pki gabung pdip
357,1,jokowi dituduh memasukkan ribuan tenaga kerja asing indonesia via proyek pltu,,jokowi tuduh masuk ribu tenaga kerja asing indonesia via proyek pltu
358,1,heboh pernyataan dokter indonesia covid,,heboh nyata dokter indonesia covid
359,1,baloot arena perjudian arab saudi kali dibuka diresmikan,,baloot arena judi arab saudi kali buka resmi
360,1,jokowi nilai positif jabatan presiden diusulkan periode bagus,,jokowi nilai positif jabat presiden usul periode bagus
361,1,mpr usulkan jabatan presiden jokowi pimpin indonesia,,mpr usul jabat presiden jokowi pimpin indonesia
362,1,pemprov dki tunaikan janji bansos netizen tagih janji ganjar sembako dki,,pemprov dki tunai janji bansos netizen tagih janji ganjar sembako dki
363,1,puan negara maju berkembang pendidikan agama islam hapus,,puan negara maju kembang didik agama islam hapus
364,1,gubernur sumut instruksikan masjid buka pintu selapang lapangnya orang ibadah,,gubernur sumut instruksi masjid buka pintu lapang lapang orang ibadah
365,1,alat sdh setting suhu olh komunis cina utk mmbunuh,,alat sdh setting suhu olh komunis cina utk mmbunuh
366,1,ustadz yusuf mansur sebutan kafir hinaan dipidanakan,,ustadz yusuf mansur sebut kafir hina pidana
367,1,tingkat kesembuhan covid vaksin tingkat efek merugikan,,tingkat sembuh covid vaksin tingkat efek rugi
368,1,chip rfid antikristus,,chip rfid antikristus
369,1,istilah kadrun berasal pki,,istilah kadrun asal pki
370,1,arab saudi malam buka lockdown,,arab saudi malam buka lockdown
371,1,sby kembalikan dana bank century triliun bantu,,sby kembali dana bank century triliun bantu
372,1,corona virus rs bhayangkara indramayu,,corona virus rs bhayangkara indramayu
373,1,bin tetapkan jakarta zona hitam,,bin tetap jakarta zona hitam
374,1,takut dibunuh ahli virus china kabur as bersaksi hasil persekongkolan jahat,,takut bunuh ahli virus china kabur as saksi hasil sekongkol jahat
375,1,fpi banser geruduk kantor pdip jgn atur partai pki komunis,,fpi banser geruduk kantor pdip jgn atur partai pki komunis
376,1,megawati soekarnoputri usul pemerintah pesantren tutup,,megawati soekarnoputri usul perintah pesantren tutup
377,1,anak cina uang pecahan niat cinanisasi nkri,,anak cina uang pecah niat cinanisasi nkri
378,1,air kelapa muda jeruk nipis garam obat,,air kelapa muda jeruk nipis garam obat
379,1,pesan berantai warga madiun pengantin bom,,pesan beranta warga madiun pengantin bom
380,1,video rahasia istana terbongkar tertunduk,,video rahasia istana bongkar tunduk
381,1,karyawan pabrik esemka terkena corona pabrik diliburkan,,karyawan pabrik esemka kena corona pabrik libur
382,1,citacita wujudkan menjadikan indonesia negara komunis terbesar dunia,,citacita wujud jadi indonesia negara komunis besar dunia
383,1,kementerian agama diganti namanya kementerian urusan haji zakat wakaf,,menteri agama ganti nama menteri urus haji zakat wakaf
384,1,ulama bermain video mesum,,ulama main video mesum
385,1,video shalat subuh berjamaah semenjak hagia sophia dibuka,,video shalat subuh jamaah semenjak hagia sophia buka
386,1,video didemo rakyat ketua wakil rakyat emaknya ngga berani mongol goyang corona,,video demo rakyat ketua wakil rakyat emaknya ngga berani mongol goyang corona
387,1,thoriq ditemukan selamat,,thoriq temu selamat
388,1,video kendari memanas agustus tka china masuk indonesia,,video kendari panas agustus tka china masuk indonesia
389,1,petani dipukuli polisi dibayar pt sadoka sulawesi selatan,,tani pukul polisi bayar pt sadoka sulawesi selatan
390,1,video plandemic,,video plandemic
391,1,stan ditutup radikalisme,,stan tutup radikalisme
392,1,keasang pengarep menangani virus corona jakarta gubernur dki,,keasang pengarep tangan virus corona jakarta gubernur dki
393,1,pki nyamar dokter,,pki nyamar dokter
394,1,pengusung khilafah kalap ditemukan bendera pki,,usung khilafah kalap temu bendera pki
395,1,menhan prabowo ditekan beli pesawat tempur china,,menhan prabowo tekan beli pesawat tempur china
396,1,nanas madu merusak ginjal,,nanas madu rusak ginjal
397,1,bareskrim polri gambir pusat kendali situng kpu,,bareskrim polri gambir pusat kendali situng kpu
398,1,maimon herawati tolak ruu pro zina,,maimon herawati tolak ruu pro zina
399,1,tolak marsekal hadi tjahjanto panglima tni tni milik pdip,,tolak marsekal had tjahjanto panglima tni tni milik pdip
400,1,usulan kh wahid hasyim agama negara indonesia islam,,usul kh wahid hasyim agama negara indonesia islam
401,1,campuran garam air hangat hilangkan virus corona,,campur garam air hangat hilang virus corona
402,1,tepuk lengan pertolongan serangan jantung,,tepuk lengan tolong serang jantung
403,1,video parade pasukan keamanan arab saudi pengamanan haji,,video parade pasu aman arab saudi aman haji
404,1,penampakan burung cabak mukanya ngeselin,,tampak burung cabak muka ngeselin
405,1,foto presiden sepatu didalam mesjid terlaknaklahengkau,,foto presiden sepatu dalam mesjid terlaknaklahengkau
406,1,video penjelasan ahli virus corona membunuh,,video jelas ahli virus corona bunuh
407,1,pertemuan jokowi prabowo setingan,,temu jokowi prabowo ting
408,1,harry sufehmi otak munculnya afi inayah,,harry sufehmi otak muncul afi inayah
409,1,bunga mahameruarya mekar,,bunga mahameruarya mekar
410,1,memakai masker timbulkan radang selaput dada,,pakai masker timbul radang selaput dada
411,1,terciduk diduga oknum bais tni provokasi massa aksi mei menyudutkan polri,,ciduk duga oknum bais tni provokasi massa aksi mei sudut polri
412,1,spbu cipinang meledak terbakar,,spbu cipinang ledak bakar
413,1,gus sholah hadiri gerakan hizib nasional deklarasi dukungan prabowosandi,,gus sholah hadir gera hizib nasional deklarasi dukung prabowosandi
414,1,video warga india diserang serangga beracun,,video warga india serang serangga racun
415,1,rezim togog bedebah pasilitasi karantina khusus tka siluman china,,rezim togog bedebah pasilitasi karantina khusus tka siluman china
416,1,video restoran menyajikan daging manusia pelanggannya,,video restoran saji daging manusia langgan
417,1,viralkan berulang ulang nyawa,,viralkan ulang ulang nyawa
418,1,ade armando akting sakit dipanggil polisi,,ade armando akting sakit panggil polisi
419,1,nenek pencuri singkong hakim mulia,,nenek curi singkong hakim mulia
420,1,video jokowi akui gagal presiden serahkan jabatan presiden prabowo,,video jokowi aku gagal presiden serah jabat presiden prabowo
421,1,senjata tuk membantai pribumi,,senjata tuk bantai pribumi
422,1,foto berisi poinpoin aturan pembatasan kegiatan masyarakat denpasar,,foto isi poinpoin atur batas giat masyarakat denpasar
423,1,screenshot foto tsamara amany ajakan akun media sosial bernama projo dukung jokowi dibantu ilegal,,screenshot foto tsamara amany aja akun media sosial nama projo dukung jokowi bantu ilegal
424,1,teriak jokowi periode lelaki dihajar warga bonyok deh,,teriak jokowi periode lelaki hajar warga bonyok deh
425,1,pelintiran konteks tulisan orang ketiga bernama aidit,,pelintir konteks tulis orang tiga nama aidit
426,1,psbb malang raya tanggal mei,,psbb malang raya tanggal mei
427,1,wanita hamil gerhana matahari,,wanita hamil gerhana matahari
428,1,video kerupuk crispy crackers mudah terbakar,,video kerupuk crispy crackers mudah bakar
429,1,tim kampanye ahok bagibagi uang atm,,tim kampanye ahok bagibagi uang atm
430,1,video berita populer nadiem makarim mendikbud mndurberita terkininews,,video berita populer nadiem makarim mendikbud mndurberita terkininews
431,1,ayo tarik uang atm bank,,ayo tarik uang atm bank
432,1,hidayat nur wahid akui pks menganut asas pancasila,,hidayat nur wahid aku pks anut asas pancasila
433,1,kemenag menghapus kurikulum pendidikan agama madrasah khilafah jihad,,kemenag hapus kurikulum didik agama madrasah khilafah jihad
434,1,foto wanita pengikut isis bangga memenggal kepala umat allah,,foto wanita ikut isis bangga penggal kepala umat allah
435,1,gubernur sumut edy rahmayadi serukan jihad revolusi rezim busuk,,gubernur sumut edy rahmayadi seru jihad revolusi rezim busuk
436,1,daftar menu pesta kuliner gratis surabaya semarang,,daftar menu pesta kuliner gratis surabaya semarang
437,1,comedian ernest prakasa zakir pendana isis,,comedian ernest prakasa zakir dana isis
438,1,inisial h nama jokowi kepanjangan herbertus,,inisial h nama jokowi panjang herbertus
439,1,video uji coba merk air minum mineral kemasan berbahaya,,video uji coba merk air minum mineral kemas bahaya
440,1,tujuan masuk mall pakai barcode,,tuju masuk mall pakai barcode
441,1,beda kelas klas vvip kelas ekonomi,,beda kelas klas vvip kelas ekonomi
442,1,pijak kecoa mati isi perut kecoa bahaya,,pijak kecoa mati isi perut kecoa bahaya
443,1,anies baswedan ditolak penceramah tarawih masjid istiqlal,,anies baswedan tolak ceramah tarawih masjid istiqlal
444,1,foto penipuan medis alat tes suhu kening alat sinar leser tes suhu kabel proyek covit,,foto tipu medis alat tes suhu kening alat sinar leser tes suhu kabel proyek covit
445,1,minuman probiotik membantu sembuhkan kanker,,minum probiotik bantu sembuh kanker
446,1,bos media melarang reporternya meliput aksi sosialaksi peduli bencana yg lakukan fpi pks,,bos media larang reporter liput aksi sosialaksi peduli bencana laku fpi pks
447,1,video lumpur bekasi lumpur lapindo,,video lumpur bekas lumpur lapindo
448,1,logo hut kemerdekaan ri mengandung simbol tanda salib,,logo hut merdeka ri kandung simbol tanda salib
449,1,putri vladimir putin meninggal dosis vaksin covid,,putri vladimir putin tinggal dosis vaksin covid
