,label,text,databersih
59,1.0,"Menag Izinkan Masjid Gelar Salat Tarawih Saat Pandemi Covid-19 Menteri Agama Fahrur Rozi mengizinkan masjid2 untuk melaksanakan sholat tarawih, buka puasa bersama dll di bulan Ramadan tahun ini dengan tetap menjaga kebersihan dan kewaspadaan.”",menag izin masjid gelar salat tarawih pandemi covid- 19  menteri agama fahrur rozi izin masjid 2  laksana sholat tarawih buka puasa dll ramadan jaga bersih waspada
60,1.0,"Area Kantor Nokia di Menara Mulia Dibersihkan Setelah Ada Karyawan Meninggal Area kantor Nokia di Menara Mulia besok dibersihkan setelah ada karyawan Nokia di lt.4 tiba-tiba meninggal Senin kemarin, masuk RS tgl 7 Maret dan meninggal tgl 9 Maret dengan kondisi demam dan muntah. Suspect awal typus seperti suspect awal kasus corona 1 & 2 di depok. Lucunya, teman-teman se-cubical almarhum tiba-tiba demam semua juga 😢",area kantor nokia menara mulia bersih karyawan tinggal area kantor nokia menara mulia besok bersih karyawan nokia tinggal senin masuk tgl maret tinggal tgl maret kondisi demam muntah suspect typus suspect corona depok lucu teman se-cubical almarhum demam
61,1.0,ISTANA MERESMIKAN BAHWA PKI DIPERBOLEHKAN DI INDONESIA Istana Meresmikan PKI Diperbolehkan di Indonesia,istana resmi pki indonesia istana resmi pki indonesia
62,1.0,"Padahal Baru 35 Menit Lalu di Riau, Tiba-Tiba Sekarang Sudah Di Jakarta Padahal 35 menit yg lalu meninjau kebakaran hutan dan lahan di Riau, tapi tiba-tiba sekarang sudah di Jakarta. Apakah semua ini HOAX?",menit riau jakarta menit tinjau bakar hutan lahan riau jakarta hoax
63,1.0,Ketua KPU 2014 Husni Kamil Mayatnya Penuh Bercak Darah Cek tangkapan layar,ketua kpu  2014  husni kamil mayat bercak darah cek tangkap layar
64,1.0,"Rakyat Cina Sudah Mendatangi KPU Surabaya untuk Daftar Sebagai DPT Pemilu Mereka Sudah Mulai Beraksi Datangi KPU Boooooss……..
 Foto Ini Diambil Di Gedung KPU Daerah Surabaya Jawa Timur.
 Tampak Rakyat China Sudah Mendatangi KPU Untuk Daftar Sebagai DPT Pemilu.",rakyat cina kpu surabaya daftar dpt milu aksi kpu booss gedung kpu daerah surabaya jawa timur rakyat china kpu daftar dpt milu
65,1.0,"Breaking News: Megawati Mengundurkan Diri Dari Ketua Umum PDIP Disaat_umat_ISLAM_lagi_gencar_menyerang_Moncong_Putih,_tiba-tiba_Megawati_mengundurkan_diri_dari_Ketua_Umum_PDIP… Ada ya dengan mbak mega…",breaking news megawati undur ketua pdip umat islam gencar serang moncong putih megawati undur ketua pdip mega
66,1.0,"Ruslan Buton Dipecat dari TNI karena Tolak TKA China Jadi Ruslan itu pada 2017, dia tangkap TKA China yang di Maluku Utara, orang China bawa visa turis bekerja di perusahaan pertambangan. Nggak usah ku kasih tau lah PT-nya. Dia tangkap karena dia komandan di daerah sana,",ruslan buton pecat tni tolak tka china ruslan  2017  tangkap tka china malu utara china bawa visa turis kerja usaha tambang nggak pt-nya tangkap komandan daerah
67,1.0,"Geoge Floyd tewas ditembak Geoge Floyd, pemuda kulit hitam tewas ditembak Polisi di Amerika. Polisi membantahnya. Lalu rekaman CCTV beredar. Sontak seluruh Amerika rusuh. Kalau di Plnet Yours “yang mesti ditangkap itu yg men-share video CCTV nya itu…”. Ya, kan…?",geoge floyd tewas tembak geoge floyd pemuda tewas tembak polisi amerika polisi bantah rekam cctv edar sontak amerika rusuh plnet yours mesti tangkap men-share video cctv
68,1.0,"Puncak Persebaran Virus Corona 4 April Hingga 18 April 2020 Dari 4 April hingga 18 April kita harus menjaga diri kita sendiri, karena kita akan berada di puncak penyebaran virus dalam dua minggu. Biasanya dalam dua minggu itu semua yang terinfeksi akan muncul.",puncak sebar virus corona april april  2020  april april jaga puncak sebar virus infeksi muncul
69,1.0,"jakarta menjadi daerah paling banyak terinfeksi virus covid-19 karena salah pilih gubernur jakarta menjadi daerah paling banyak terinfeksi virus covid-19 karena salah pilih gubernur,",jakarta daerah infeksi virus covid- 19  salah pilih gubernur jakarta daerah infeksi virus covid- 19  salah pilih gubernur
70,1.0,"Alkohol Bisa Membunuh Coronavirus Covid-19 “Wowww …Ayooo … terus Budaya dari leluhur minuman Cap Tikus harus ditiadakan … ??? Mikir dulu apa … !!! Peace … Note : Selengkapnya untuk info ini saya dapat dari mana bisa langsung ke Facebook saya ya .
 Terima kasih .”
 
 Di gambar itu, terdapat logo CNN, juga narasi “Alcohol kill coronavirus”",alkohol bunuh coronavirus covid- 19  woww ayoo budaya leluhur minum cap tikus tiada mikir peace note lengkap facebook gambar logo cnn narasi alcohol kill coronavirus
71,1.0,"Foto Kabah sepi dari yang Thawaf karena Virus Corona Astaghfirullah haladzhim.
 Salah satu tanda kiamat adalah bila sudah tidak ada lagi yg Thawaf mengelilingi Ka’bah. Dulu kita mungkin pernah berpikir, “masa sih, Ka’bah sepi dari yang Thawaf.” Tapi kini, seiring waktu, kejadian demi kejadian, akhirnya kita bisa mengerti dan memahami, bahwa hanya dengan satu kasus saja yaitu: virus corona yang berasal dari Wuhan-China, pemerintah Arab Saudi menutup pintu masuk bandaranya untuk seluruh negara yang terinfeksi dengan virus corona, termasuk pada jamaah yang akan malaksanakan ibadah umroh",kabah sepi thawaf virus corona astaghfirullah haladzhim salah tanda kiamat thawaf keliling bah bah sepi thawaf iring erti virus corona wuhan-china perintah arab saudi tutup pintu masuk bandara negara infeksi virus corona masuk jamaah malaksanakan ibadah umroh
72,1.0,"Air Rebusan Bawang Putih Menyembuhkan Virus Corona Ini bawang puti yg besar ambil 8 biji, dikupas kulitnya ditaruh mangkok di tuang 7 gelas air mendidih selama 3 menit setelah itu di minum langsung 2 gelas ,ternyata pasien yg kena Virus Corona sembuh di hari kedua/setelah malam minum air bawang putih ini!!!!!",air rebus bawang putih sembuh virus corona bawang puti biji kupas taruh mangkok tuang gelas air didih menit minum gelas nyata pasien kena virus corona sembuh malam minum air bawang putih
73,1.0,"Jembatan di Jalan Cemara, Medan Dikatakan Roboh Jembatan di Cemara roboh",jembatan cemara medan roboh jembatan cemara roboh
74,1.0,"Meninggalnya Serda Supran Sida Dikaitkan dengan Virus Cacar Monyet Innalilahi wainalillahi rojiun turut berduka cita Serda supran, semoga Khusnul khatimah dan di terima amal kebaikan nya ,, dan semoga abang2 TNI yg sedang menjaga d perbatasan, di hindarkan dari segala penyakit ,,terutama penyakit cacar monyet Krn dpt menular dan penyakit ni berasal dari negara asing..hati2 dalam bergaul dgn org luar..",tinggal serda supran sida kait virus cacar monyet innalilahi wainalillahi rojiun duka cita serda supran moga khusnul khatimah amal moga abang 2  tni jaga batas hindar sakit utama sakit cacar monyet krn dpt tular sakit negara asing hati 2  gaul org
75,1.0,"Tenaga Medis China Didatangkan Untuk Membantu Menangani Covid-19 di Indonesia Tim medis China diterbangkan ke Indonesia untuk membantu penanganan Virus Corona.
 mungkin saja pengalaman mereka menangani corona bisa bermanfaat.
 asalkan tdk membawa virus lagi aja. Kalo CEBONG ada yg kenak CORONA yg gak mau di sembuhkan di suntik mati aja itu.",tenaga medis china bantu tangan covid- 19  indonesia tim medis china terbang indonesia bantu tangan virus corona alam tangan corona manfaat tdk bawa virus cebong nak corona sembuh suntik mati
76,1.0,"gedung Kejaksaan Agung terbakar, LBP minta pemutihan bagi koruptor Pejabat BIN : “Lapor pak Presiden, gedung Kejaksaan dibakar eh maksudnya terbakar !” Presiden : “Alhamdulillah… Eh maksudnya , itu bukan urusan saya.” LBP : ” Kau bereskan lah pemutihan bagi saudara² koruptor kita” Kapolri langsung berlagak pilon, Para pejabat pura² kaget. Para Taipan berpesta pora di Christmas Island. 140 kasus korupsi yang dilakukan kader PDIP pun hilang, 60 kasus korupsi kelas kakap yg dilakukan Konglomerasi China pun lenyap.",gedung jaksa agung bakar lbp mutih koruptor jabat bin lapor presiden gedung jaksa bakar maksud bakar presiden maksud urus lbp kau beres mutih saudara 2  koruptor kapolri lagak pilon jabat pura 2  kaget taipan pesta pora christmas island  140  korupsi laku kader pdip hilang korupsi kelas kakap laku konglomerasi china lenyap
77,1.0,Video BIADAB BANGET PERLAKUAN MEREKA SAMA JENAZAH MUSLIM !!!!!! BIADAB BANGET PERLAKUAN MEREKA SAMA JENAZAH MUSLIM,video biadab banget laku jenazah muslim biadab banget laku jenazah muslim
78,1.0,"SEHARI SETELAH DILAKUKAN RAPID TEST COVID-19 KEPADA PARA SANTRI DI KUDUS, 1.000 SANTRI TAK SADARKAN DIRI SEHARI SETELAH DILAKUKAN RAPID TEST COVID-19 KEPADA PARA SANTRI DI KUDUS, 1.000 SANTRI TAK SADARKAN DIRI",laku rapid test covid- 19  santri kudus santri sadar laku rapid test covid- 19  santri kudus santri sadar
79,1.0,Ide alquran nusantara sdh mulai direalisasikan Innalillahi wa innaillaihi roojiuun…. Ide alqur’an nusantara sdh mulai direalisasikan Astagfirullah…,ide alquran nusantara realisasi innalillahi innaillaihi roojiuun ide alqur nusantara realisasi astagfirullah
80,1.0,aseng mulai pake no seri mobil china Terjadi di Bandung .. aseng mulai pake no seri mobil china …,aseng pake seri mobil china bandung aseng pake seri mobil china
81,1.0,"Mahasiswa UINSU meninggal dunia saat melaksanakan demo di kota medan Adanya mahasiswa dari Universitas Islam Negeri Sumatera Utara yang meninggal saat melaksanakan aksi demo di kota Medan, Selasa 24 Agustus 2019.",mahasiswa uinsu tinggal dunia laksana demo kota medan mahasiswa universitas islam negeri sumatera utara tinggal laksana aksi demo kota medan selasa agustus  2019 
82,1.0,"Sri Mulyani Inginkan Dana Haji Rp 90 Triliun Untuk Menutupi Defisit BPJS Presiden Joko Widodo (Jokowi) menginginkan dana haji umat yang mencapai Rp 90 triliun dapat diinvestasikan ke berbagai instrumen investasi, seperti portofolio surat utang negara (SUN) maupun pembangunan infrastruktur juga menutupi depisit anggaran BPJS.",sri mulyani dana haji triliun tutup defisit bpjs presiden joko widodo jokowi dana haji umat capai triliun investasi instrumen investasi portofolio surat utang negara sun bangun infrastruktur tutup depisit anggar bpjs
83,1.0,apa kyai kita mengakui bahwa kubu mereka curang ya ? apa kyai kita mengakui bahwa kubu mereka curang ya ?,kyai kubu curang kyai kubu curang
84,1.0,Santunan Kecelakaan Jasa Raharja Naik 100 Persen KORBAN /PASIEN Kecelakaan yang ga pny BPJS kesehatan ataupun BPJS ketenagakerjaan..,santun celaka jasa raharja  100  persen korban pasien celaka pny bpjs sehat bpjs ketenagakerjaan
85,1.0,Munir Dibunuh Setelah Menyatakan Prabowo Tidak Bersalah Munir tewas terbunuh satu bulan setelah wawancara di stasiun televisi swasta itu terjadi;,munir bunuh nyata prabowo salah munir tewas bunuh wawancara stasiun televisi swasta
86,1.0,Gambar Perjuangan FPI Tahun 1940 Melawan Penjajah dari Belanda Perjuangan FPI tahun 1940 melawan penjajah dari Belanda.. Subhanallah,gambar juang fpi  1940  lawan jajah belanda juang fpi  1940  lawan jajah belanda subhanallah
87,1.0,Tangkapan Layar Wapres menyebut Idul Adha tak harus dimaknai dengan menyembelih qurban Wapres menyebut Idul Adha tak harus dimaknai dengan menyembelih qurban,tangkap layar wapres idul adha makna sembelih qurban wapres idul adha makna sembelih qurban
88,1.0,Klaim Hadi Pranoto Soal COVID-19 Nama Prof. Hadi Pranoto sulit sekali di cari di internet. Ada tapi sedikit sekali. Padahal sejak bulan Mei beliau sudah menemukan Antibodi Covid 19 ini. Dan sekarang Antibodi Covid 19 ini sudah terbukti menyembuhkan banyak orang. Wisma Atlet pun mendapat pasokan obat ini dan pasien terbukti sembuh.,klaim had pranoto covid- 19  nama prof had pranoto sulit cari internet mei beliau temu antibodi covid antibodi covid bukti sembuh wisma atlet pasok obat pasien bukti sembuh
89,1.0,"Artikel Ternyata Cium Janda 1 Menit Dapat Perpanjang Umur 1 Tahun, ini Faktanya Ternyata Cium Janda 1 Menit Dapat Perpanjang Umur 1 Tahun, ini Faktanya.",artikel nyata cium janda menit umur fakta nyata cium janda menit umur fakta
90,1.0,Foto China Dilaporkan Diam-diam Kremasi Korban Virus Corona China dilaporkan mengkremasi mayat secara rahasia karena jumlah pasien virus korona melonjak melewati 7.000. Virus itu kini telah menginfeksi lebih banyak orang di China daripada SARS.,china lapor diam kremasi korban virus corona china lapor kremasi mayat rahasia pasien virus korona lonjak virus infeksi china sars
91,1.0,"Kemendagri Telah Menolak Perpanjangan Izin FPI Cc @kemendagri

#kemendagri Tolak Perpanjangan Izin Ormas #FPI

#BubarkanFPI #FPIWajibDibubarkan #ormasislam #ormasterlarang #HRS #wow_indonesiaone",kemendagri tolak izin fpi kemendagri kemendagri tolak izin ormas fpi bubarkanfpi fpiwajibdibubarkan ormasislam ormasterlarang hrs wow indonesiaone
92,1.0,2014 Jokowi tidak di wakili suara rakyat menjadi presiden dengan kecurangan Fakta 2014 lalu Jokowi tidak di wakili suara Tuhan (suara rakyat) sehingga menjadi presiden dengan kecurangan., 2014  jokowi wakil suara rakyat presiden curang fakta  2014  jokowi wakil suara tuhan suara rakyat presiden curang
93,1.0,"Kutipan Kim Bok Dong Sebelum Dibunuh oleh Aktifis China BILA NEGERI MU TAK INGIN HANCUR, JANGAN PERNAH KAU BERIKAN KEPERCAYAAN KEPADA SIAPAPUN BERMATA SIPIT YANG SUARA YANG SUARA BICARANYA KERAS, KARENA SETIAP UCAPANNYA ADALAH KEBOHONGAN DAN ISI FIKIRANNYA PENUH PENGKHIANATAN”, KIM BOK-DONG PAHLAWAN KOREA SEBELUM DIBUNUH AKTIFIS CHINA,",kutip kim bok bunuh aktif china negeri hancur kau ikan percaya mata sipit suara suara keras bohong isi fikirannya khianat kim bok-dong pahlawan korea bunuh aktif china
94,1.0,Anies Sebut Solusi Banjir adalah Tinggal Tunggu Musim Kemarau SOLUSI BANJIR ITU MUDAH TINGGAL TUNGGU MUSIM KEMARAU,anies solusi banjir tinggal musim kemarau solusi banjir mudah tinggal musim kemarau
95,1.0,"Video Jokowi & Mega Naik Pitam, Ternyata Hasto yang Bongkar Sebut RUU HIP Diusulkan PDIP ’HAYO LO’ JOKOWI & MEGAWATI NAIK PITAM! Ternyata HASTO yang BONGKAR Sebut RUU HIP DIUSULKAN PDIP",video jokowi mega pitam nyata hasto bongkar ruu hip usul pdip hayo jokowi megawati pitam nyata hasto bongkar ruu hip usul pdip
96,1.0,Pemerintah Membagikan Kuota 10GB Gratis sebagai Insentif untuk Melawan COVID-19 Maka dari itu pemerintah bekerja sama dengan seluruh provider diindonesia membagikan kuota sebesar 10GB agar kita semua tetap berkomunikasi.,perintah kuota  10 gb insentif lawan covid- 19  perintah kerja provider indonesia kuota  10 gb komunikasi
97,1.0,"WHO Sebut Penularan Corona Tak Lagi Hanya Lewat Droplet Tapi Juga Udara Resmi dinyatakan oleh WHO bahwa covid-19 tidak lagi hanya ditularkan lewat droplet atau titik air berisi vorus dari batuk dan bersin, tetapi sekarang virus tersebut dari hasil penelitian bisa bertahan di udara, melayang-layang sampai 8 jam sesudah keluar dari tubuh penderita saat bersin atau batuk, tidak lagi butuh medium cairan untuk bertahan.",who tular corona droplet udara resmi nyata who covid- 19  tular droplet titik air isi vorus batuk bersin virus hasil teliti tahan udara layang jam tubuh derita bersin batuk medium cair tahan
98,1.0,Presiden China Mengumumkan Virus Corona Telah Menjadi Epidemi dan Memohon Kepada Umat Islam Mendoakan China Presiden China mengumumkan virus corona telah menjadi epidemi dan memohon kepada umat Islam mendoakan China. (Aljazeera),presiden china virus corona epidemi umat islam doa china presiden china virus corona epidemi umat islam doa china aljazeera
99,1.0,"Jokowi Memberikan Setengah Kekuasaannya kepada Prabowo Alhamdulillah pak Prabowo diberikan kewenangan mutlak atas pertahanan negara,membawahi bin,tni,polri…ini artinya jokowi memberikan setengah kekuasaannya kepada Prabowo ,cebong pun kelojotan ,kami tunggu gebrakan jendral tercinta @prabowo",jokowi kuasa prabowo prabowo wenang mutlak tahan negara bin tni polri arti jokowi kuasa prabowo cebong kelojot gebrak jendral cinta prabowo
100,1.0,Antena 5G di dalam masker Anda 5G antenna inside of your masks,antena masker antenna inside your masks
101,1.0,La Gode menyerang asrama TNI Tadi siang saya ditemui dan diberitahu tetangga Ruslan Buton di Bau-Bau bhw La Gode yang dibunuh bukan petani tetapi Preman di Halmahera yg sangat meresahkan masyarakat. Dia dibunuh ketka menyerang asrama TNI. Itu sebabnya Ruslan Buton dkk dapat apresiasi warga.,gode serang asrama tni siang temu diberitahu tetangga ruslan buton bau bhw gode bunuh tani preman halmahera resah masyarakat bunuh ketka serang asrama tni ruslan buton dkk apresiasi warga
102,1.0,"15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19 15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19",sembuh menhub budi karya nyata positif covid- 19  sembuh menhub budi karya nyata positif covid- 19 
